SL,Age,gender,PS/SD,Crime_Location,Crime_date,Crime_time,Allegation
1410,44,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1411,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1412,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1413,48,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1414,46,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1415,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1416,60,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1417,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1418,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1419,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1420,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1421,52,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1422,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1423,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1424,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1425,32,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1426,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1427,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1428,60,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1429,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1430,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1431,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1432,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1433,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1434,65,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1435,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1436,46,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1437,65,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1438,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1439,37,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1440,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1441,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1442,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1443,42,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1444,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1445,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1446,28,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1447,26,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1448,47,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1449,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1450,36,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1451,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1452,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1453,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1454,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1455,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1456,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1457,28,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1458,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1459,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1460,33,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1461,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1462,65,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1463,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1464,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1465,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1466,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1467,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1468,42,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1469,42,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1470,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1471,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1472,65,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1473,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1474,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1475,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1476,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1477,42,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1478,42,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1479,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1480,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1481,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1482,60,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1483,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1484,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1485,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1486,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1487,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1488,36,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1489,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1490,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1491,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1492,36,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1493,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1494,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1495,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1496,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1497,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1498,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1499,39,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1500,60,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1501,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1502,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1503,58,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1504,60,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1505,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1506,65,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1507,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1508,56,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1509,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1510,75,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1511,36,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1512,52,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1513,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1514,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1515,48,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1516,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1517,48,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1518,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1519,53,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1520,58,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1521,57,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1522,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1523,58,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1524,57,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1525,58,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1526,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1527,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1528,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1529,58,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1530,58,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1531,52,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1532,53,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1533,70,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1534,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1535,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1536,42,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1537,42,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1538,43,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1539,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1540,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1541,52,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1542,42,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1543,65,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1544,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1545,60,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1546,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1547,43,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1548,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1549,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1550,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1551,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1552,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1553,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1554,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1555,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1556,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1557,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1558,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1559,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1560,60,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1561,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1562,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1563,42,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1564,48,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1565,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1566,52,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1567,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1568,53,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1569,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1570,52,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1571,32,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1572,28,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1573,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1574,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1575,58,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1576,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1577,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1578,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1579,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1580,75,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1581,29,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1582,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1583,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1584,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1585,42,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1586,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1587,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1588,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1589,42,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1590,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1591,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1592,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1593,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1594,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1595,32,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1596,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1597,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1598,50,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1599,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1600,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1601,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1602,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1603,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1604,55,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1605,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1606,43,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1607,60,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1608,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1609,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1610,27,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1611,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1612,51,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1613,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1614,45,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1615,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1616,40,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1617,30,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1618,48,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1619,38,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1620,58,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1621,25,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1622,35,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1623,49,male,matuail,matuail,8/19/2024,3:30:00 PM,Cocktail explosion 
1624,77,female,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1625,73,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1626,72,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1627,52,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1628,63,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1629,33,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1630,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1631,54,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1632,72,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1633,60,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1634,64,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1635,47,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1636,52,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1637,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1638,47,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1639,44,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1640,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1641,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1642,48,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1643,46,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1644,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1645,60,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1646,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1647,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1648,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1649,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1650,52,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1651,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1652,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1653,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1654,32,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1655,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1656,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1657,60,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1658,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1659,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1660,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1661,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1662,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1663,65,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1664,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1665,46,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1666,65,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1667,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1668,37,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1669,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1670,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1671,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1672,42,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1673,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1674,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1675,28,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1676,26,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1677,47,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1678,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1679,36,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1680,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1681,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1682,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1683,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1684,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1685,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1686,28,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1687,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1688,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1689,33,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1690,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1691,65,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1692,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1693,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1694,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1695,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1696,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1697,42,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1698,42,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1699,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1700,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1701,65,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1702,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1703,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1704,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1705,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1706,42,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1707,42,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1708,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1709,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1710,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1711,60,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1712,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1713,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1714,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1715,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1716,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1717,36,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1718,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1719,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1720,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1721,36,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1722,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1723,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1724,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1725,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1726,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1727,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1728,39,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1729,60,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1730,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1731,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1732,58,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1733,60,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1734,35,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1735,65,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1736,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1737,56,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1738,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1739,75,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1740,36,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1741,52,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1742,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1743,40,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1744,48,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1745,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1746,48,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1747,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1748,53,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1749,58,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1750,57,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1751,45,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1752,58,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1753,57,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1754,58,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1755,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1756,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1757,50,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1758,58,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1759,58,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1760,52,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1761,53,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1762,70,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1763,38,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1764,55,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1765,42,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1766,42,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
1767,43,male,matuail,matuail,8/19/2024,3:30:00 PM,mob attack
